Unnamed: 0,star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color,distance_type,log_diameter,B-V,star_temp
426,74 Orionis,64.0,19.6,0.94,IV-V,+5.04,+3.58,3.23,"B-V= +0.42, U-B= -0.02",80,-0.026872146400301365,0.42,6535.23
430,Nu(2) Canis Majoris,64.7,19.8,6.18,III,+3.95,+2.46,9.00,"B-V= +1.05, U-B= +1.01",80,0.7909884750888158,1.05,4863.75
431,Bonner Durchmusterung +79°212,58.22,17.85,1.08,V,+5.45,+4.19,1.840,"B-V= +0.50, U-B= -0.02",60,0.03342375548694973,0.5,6243.9
432,Bonner Durchmusterung +24°1357,57.2,17.5,1.41,V,+8.11,+6.89,0.15,"B-V= +1.02, U-B= +0.92, R-I= +0.38",60,0.14921911265537988,1.02,4919.82
434,Xi Geminorum,57.2,17.5,3.77,III,+3.36,+2.14,12.1,"B-V= +0.43, U-B= +0.06",60,0.5763413502057928,0.43,6496.95
435,Cordoba Durchmusterung -27°3248,86.7,26.6,1.29,V,+6.44,+4.31,1.64,"B-V= +0.54, U-B= -0.03, R-I= +0.32",100,0.11058971029924895,0.54,6109.98
436,Psi(5) Aurigae,53.9,16.5,1.03,V,+5.20,+4.11,1.98,"B-V= +0.56, U-B= +0.05",60,0.012837224705172215,0.56,6045.66
437,Cordoba Durchmusterung -31°3640,79.2,24.3,1.04,V,+5.92,+3.99,2.21,"B-V= +0.49, U-B= -0.04, R-I= +0.28",80,0.017033339298780367,0.49,6278.54
438,Luyten 1534-1,52.1,16.0,0.0128,wd,+12.06,+11.04,0.0033,"B-V= -0.08, U-B= -0.92",60,-1.8927900303521317,1.0,4958.1
440,Bonner Durchmusterung +60°1003,53.5,16.4,1.13,V,+8.59,+7.52,0.086,"B-V= +1.22, U-B= +1.17, R-I= +0.48",60,0.05307844348341968,1.22,4573.77
441,Alpha Pictoris,99.0,30.3,3.0,IV,+3.27,+0.86,39.6,"B-V= +0.21, U-B= +0.13, R-I= +0.14",100,0.47712125471966244,0.21,7495.28
442,Bonner Durchmusterung +47°1355,61.4,18.8,0.67,V,+8.99,+7.61,0.078,"B-V= +1.24, U-B= +1.16, R-I= +0.50",80,-0.17392519729917352,1.24,4542.45
443,Cordoba Durchmusterung -46°2703,82.2,25.2,1.24,III,+5.14,+3.13,4.89,"B-V= +0.45, U-B= -0.03, R-I= +0.26",100,0.09342168516223506,0.45,6422.06
444,Cordoba Durchmusterung -28°3554,84.1,25.8,1.86,IV,+6.04,+3.98,2.23,"B-V= +0.72, U-B= +0.27, R-I= +0.24",100,0.26951294421791633,0.72,5585.84
445,Wolf 294,18.0,5.52,0.41,V,+9.89,+11.18,0.0029,"B-V= +1.57, U-B= +1.21, R-I= +1.11",20,-0.3872161432802645,1.57,4092.82
446,Bonner Durchmusterung +12°1343,158.0,48.0,0.55,V,+10.58,+7.16,0.1,"B-V= +1.24, U-B= +1.23, R-I= +0.50",160,-0.2596373105057561,1.24,4542.45
447,37 Geminorum,56.3,17.3,1.03,V,+5.73,+4.54,1.33,"B-V= +0.57, U-B= +0.00, R-I= +0.22",60,0.012837224705172215,0.57,6014.13
448,Cape Photographic Durchmusterung -55°1095,111.0,34.1,0.73,V,+8.16,+5.50,0.55,"B-V= +0.78, U-B= +0.37, R-I= +0.24",120,-0.13667713987954408,0.78,5434.86
449,Bonner Durchmusterung +30°1367a,60.8,18.6,0.62,V,+9.68,+8.33,0.040,"B-V= +1.36, U-B= +1.23, R-I= +0.62",80,-0.2076083105017461,1.36,4365.15
450,Cape Photographic Durchmusterung -74°421,175.0,53.7,0.87,V,+7.64,+3.99,2.20,"B-V= +0.53, U-B= +0.05",180,-0.06048074738138147,0.53,6142.78
452,Bonner Durchmusterung -12°1724,72.8,22.3,0.83,V,+9.14,+7.40,0.096,"B-V= +1.16, U-B= +1.06, R-I= +0.50",80,-0.0809219076239261,1.16,4671.09
456,Cordoba Durchmusterung -25°3913,47.7,14.6,0.86,V,+6.71,+5.89,0.38,"B-V= +0.89, U-B= +0.62, R-I= +0.30",60,-0.06550154875643228,0.89,5182.82
457,Cape Photographic Durchmusterung -61°754,60.03,18.41,0.87,IV-V,+6.82,+5.50,0.551,"B-V= +0.80, U-B= +0.43, R-I= +0.39",80,-0.06048074738138147,0.8,5386.77
459,Cape Photographic Durchmusterung -67°686,290.0,88.8,27.7,III,+5.17,+0.42,59.0,"B-V= +1.40, U-B= +1.65, R-I= +0.52",300,1.4424797690644484,1.4,4309.81
461,Bonner Durchmusterung +29°1441,62.3,19.1,1.64,V,+5.92,+4.52,1.36,"B-V= +0.60, U-B= +0.04, R-I= +0.21",80,0.21484384804769785,0.6,5921.96
497,Cape Photographic Durchmusterung -43°1184,55.4,17.0,0.74,V,+8.67,+7.52,0.086,"B-V= +1.18, U-B= +1.13, R-I= +0.49",60,-0.1307682802690238,1.18,4638.08
506,I Puppis,69.1,21.2,1.24,IV,+4.49,+2.86,6.27,"B-V= +0.32, U-B= -0.01, R-I= +0.20",80,0.09342168516223506,0.32,6951.65
507,Bonner Durchmusterung +47°1419,55.0,16.9,1.12,V,+5.57,+4.43,1.47,"B-V= +0.58, U-B= +0.03",60,0.049218022670181646,0.58,5983.01
512,Bonner Durchmusterung -15°1734,277.0,84.8,2.42,V,+5.45,+0.81,41.4,"B-V= +0.08, U-B= +0.06",280,0.38381536598043126,0.08,8296.5
513,Cape Photographic Durchmusterung -40°1403,190.0,58.3,0.73,V,+9.08,+5.25,0.69,"B-V= +0.66, U-B= +0.10, R-I= +0.35",200,-0.13667713987954408,0.66,5747.77
517,Luyten's Star,12.39,3.799,0.38,V,+9.84,+11.94,0.00145,"B-V= +1.56, U-B= +1.16, R-I= +1.21",20,-0.4202164033831898,1.56,4104.83
518,Bonner Durchmusterung +32°1561,68.0,21.0,2.1,V,+7.74,+6.16,0.3,"B-V= +0.94, U-B= +0.65, R-I= +0.37",80,0.32221929473391925,0.94,5077.58
519,22 Lyncis,64.9,19.9,1.22,V,+5.37,+3.88,2.45,"B-V= +0.45, U-B= -0.06",80,0.08635983067474821,0.45,6422.06
520,Cordoba Durchmusterung -51°2507,73.4,22.5,0.75,IV-V,+6.73,+4.96,0.90,"B-V= +0.70, U-B= +0.26",80,-0.12493873660829993,0.7,5638.54
523,Bonner Durchmusterung +14°1684,69.3,21.2,0.74,V,+8.98,+7.35,0.10,"B-V= +1.10, U-B= +1.06, R-I= +0.45",80,-0.1307682802690238,1.1,4773.76
525,Cordoba Durchmusterung -37°3637,71.0,21.8,1.03,V,+6.64,+4.95,0.91,B-V= +0.63,80,0.012837224705172215,0.63,5833.24
528,Bonner Durchmusterung -21°2007,83.8,25.7,2.71,IV,+4.44,+2.39,9.65,"B-V= +0.51, U-B= +0.05, R-I= +0.30",100,0.4329692908744057,0.51,6209.73
529,Bonner Durchmusterung -2°2197,116.0,35.5,0.93,V,+7.16,+4.41,1.50,"B-V= +0.57, U-B= +0.03",120,-0.031517051446064856,0.57,6014.13
532,Cordoba Durchmusterung -44°3675,78.7,24.1,2.85,IV,+5.04,+3.13,4.87,"B-V= +0.77, U-B= +0.32, R-I= +0.27",80,0.45484486000851015,0.77,5459.32
534,Bonner Durchmusterung +70°474,92.8,28.5,0.91,V,+7.08,+4.81,1.04,"B-V= +0.66, U-B= +0.27",100,-0.040958607678906384,0.66,5747.77
535,Pollux,33.72,10.34,7.999,IIIb,+1.16,+1.09,31.95,"B-V= +1.00, U-B= +0.85, R-I= +0.35",40,0.903035696788497,1.0,4958.1
537,Bonner Durchmusterung +80°238,55.59,17.04,0.86,V,+6.55,+5.40,0.604,"B-V= +0.73, U-B= +0.28",60,-0.06550154875643228,0.73,5559.95
538,Cape Photographic Durchmusterung -59°907,109.0,33.4,0.87,V,+7.50,+4.88,0.97,"B-V= +0.68, U-B= +0.19",120,-0.06048074738138147,0.68,5692.5
541,Bonner Durchmusterung +31°1684,92.4,28.3,0.47,VI,+8.31,+6.05,0.33,"B-V= +0.61, U-B= -0.13, R-I= +0.26",100,-0.32790214206428253,0.61,5892.01
542,Bonner Durchmusterung +19°1869,65.2,20.0,1.87,V,+7.77,+6.26,0.27,"B-V= +0.95, U-B= +0.80, R-I= +0.36",80,0.27184160653649897,0.95,5057.17
543,Bonner Durchmusterung -1°1883,62.7,19.2,0.85,V,+7.43,+6.01,0.34,"B-V= +0.73, U-B= +0.16, R-I= +0.30",80,-0.07058107428570727,0.73,5559.95
547,Cordoba Durchmusterung -25°5342,59.4,18.2,0.79,V,+8.42,+7.12,0.12,"B-V= +1.05, U-B= +0.84, R-I= +0.38",60,-0.10237290870955855,1.05,4863.75
549,Cordoba Durchmusterung -34°4160,95.6,29.3,0.84,V,+7.95,+5.61,0.50,"B-V= +0.74, U-B= +0.25",100,-0.07572071393811836,0.74,5534.36
551,Bonner Durchmusterung +29°1664,54.8,16.8,0.86,V,+6.99,+5.87,0.39,"B-V= +0.71, U-B= +0.18, R-I= +0.28",60,-0.06550154875643228,0.71,5612.04
553,Cape Photographic Durchmusterung -39°1929,62.0,19.0,0.67,V,+9.66,+8.28,0.04,"B-V= +1.34, U-B= +1.21, R-I= +0.59",80,-0.17392519729917352,1.34,4393.5
557,Cordoba Durchmusterung -29°5555,83.5,25.6,0.9,V,+6.80,+4.76,1.09,"B-V= +0.60, U-B= +0.03, R-I= +0.22",100,-0.045757490560675115,0.6,5921.96
558,Bonner Durchmusterung +70°497,95.5,29.3,0.97,V,+6.55,+4.22,1.78,"B-V= +0.58, U-B= +0.01",100,-0.013228265733755159,0.58,5983.01
560,B Carinae,69.8,21.4,1.1,V,+4.75,+3.10,5.02,"B-V= +0.43, U-B= -0.03, R-I= +0.26",80,0.04139268515822507,0.43,6496.95
561,Bonner Durchmusterung +32°1695,70.8,21.7,0.95,V,+6.83,+5.14,0.76,"B-V= +0.69, U-B= +0.13",80,-0.02227639471115225,0.69,5665.36
563,Bonner Durchmusterung -6°2514,296.0,90.8,0.82,,+7.92,+3.13,4.86,"B-V= +0.90, U-B= +0.58",300,-0.08618614761628333,0.9,5161.34
565,Cordoba Durchmusterung -40°3981,155.0,47.7,0.73,IV-V,+9.39,+6.00,0.35,"B-V= +0.82, U-B= +0.43, R-I= +0.41",160,-0.13667713987954408,0.82,5339.72
569,Bonner Durchmusterung -12°2449,41.04,12.58,0.96,V,+5.96,+5.47,0.567,"B-V= +0.76, U-B= +0.32, R-I= +0.26",60,-0.017728766960431602,0.76,5484.05
571,Cordoba Durchmusterung -36°4449,93.0,28.5,1.78,III,+4.44,+2.16,11.9,"B-V= +0.22, U-B= +0.11",100,0.25042000230889394,0.22,7441.45
572,Chi Cancri,59.1,18.1,1.23,V,+5.13,+3.83,2.55,"B-V= +0.47, U-B= -0.06",60,0.08990511143939792,0.47,6349.29
574,Cordoba Durchmusterung -39°4247,93.8,28.8,0.84,V,+7.17,+4.88,0.98,"B-V= +0.71, U-B= +0.29, R-I= +0.35",100,-0.07572071393811836,0.71,5612.04
576,Alpha Chamaeleontis,63.46,19.46,2.091,IV,+4.06,+2.62,7.815,"B-V= +0.40, U-B= -0.02, R-I= +0.24",80,0.3203540328176719,0.4,6613.49
580,1 Hydrae,88.8,27.2,1.04,V,+5.61,+3.43,3.69,"B-V= +0.46, U-B= -0.06, R-I= +0.28",100,0.017033339298780367,0.46,6385.41
581,Cordoba Durchmusterung -29°6145,127.0,38.9,0.81,V,+7.80,+4.85,1.00,"B-V= +0.67, U-B= +0.17, R-I= +0.27",140,-0.09151498112135022,0.67,5719.97
582,Bonner Durchmusterung +46°1398,71.1,21.8,0.99,V,+6.33,+4.64,1.21,"B-V= +0.62, U-B= +0.12",80,-0.004364805402450088,0.62,5862.44
583,Beta Volantis,108.0,33.1,13.9,III,+3.77,+1.17,29.8,"B-V= +1.13, U-B= +1.14",120,1.143014800254095,1.13,4721.73
585,DX Cancri,11.8,3.63,0.11,V,+14.81,+17.01,0.000014,"B-V= +2.06, U-B= +2.11, R-I= +1.94",20,-0.9586073148417749,2.06,3594.68
587,Cordoba Durchmusterung -31°6229,39.7,12.17,0.837,V,+6.38,+5.95,0.362,"B-V= +0.78, U-B= +0.32, R-I= +0.28",40,-0.07727454200674003,0.78,5434.86
588,Bonner Durchmusterung -22°2317,101.0,31.0,0.93,IV,+7.21,+4.75,1.10,"B-V= +0.74, U-B= +0.38",120,-0.031517051446064856,0.74,5534.36
591,Pi(1) Ursae Majoris,46.5,14.3,0.97,V,+5.63,+4.86,0.99,"B-V= +0.62, U-B= +0.07, R-I= +0.21",60,-0.013228265733755159,0.62,5862.44
592,Bonner Durchmusterung -6°2664,77.1,23.6,0.97,V,+6.75,+4.88,0.97,"B-V= +0.66, U-B= +0.19",80,-0.013228265733755159,0.66,5747.77
593,Cordoba Durchmusterung -39°4574,89.6,27.5,1.42,IV-V,+6.53,+4.34,1.60,"B-V= +0.60, U-B= +0.12, R-I= +0.20",100,0.15228834438305644,0.6,5921.96
594,Bonner Durchmusterung +12°1888,60.4,18.5,0.83,V,+7.63,+6.29,0.27,"B-V= +0.82, U-B= +0.46, R-I= +0.31",80,-0.0809219076239261,0.82,5339.72
598,Cordoba Durchmusterung -38°4789,36.33,11.14,0.81,V,+6.56,+6.33,0.257,"B-V= +0.93, U-B= +0.66, R-I= +0.30",40,-0.09151498112135022,0.93,5098.2
599,Bonner Durchmusterung +42°1922,84.8,26.0,0.72,V,+8.52,+6.45,0.23,"B-V= +0.94, U-B= +0.73, R-I= +0.35",100,-0.14266750356873154,0.94,5077.58
600,Cordoba Durchmusterung -42°4569,229.0,70.1,10.8,III,+4.02,-0.21,106,"B-V= +0.87, U-B= +0.52",240,1.0334237554869496,0.87,5226.47
601,Cordoba Durchmusterung -42°4577,90.5,27.7,0.88,V,+7.21,+4.99,0.88,"B-V= +0.74, U-B= +0.29, R-I= +0.23",100,-0.05551732784983136,0.74,5534.36
605,Bonner Durchmusterung -4°2490,55.8,17.1,0.88,V,+6.00,+4.84,1.01,"B-V= +0.67, U-B= +0.21, R-I= +0.21",60,-0.05551732784983136,0.67,5719.97
607,Cordoba Durchmusterung -23°7884,102.0,31.1,0.71,III,+8.66,+6.19,0.29,"B-V= +1.00, U-B= +0.86, R-I= +0.44",120,-0.14874165128092473,1.0,4958.1
613,TY Pyxidis,182.0,55.8,1.68,V,+6.95 (increasing to +6.75),+3.22 (increasing to +3.02),4.51 (increasing to  5.42),"B-V= +0.69, U-B= +0.26",200,0.22530928172586281,0.69,5665.36
614,Cape Photographic Durchmusterung -58°1327,85.4,26.2,1.08,V,+5.16,+3.07,5.17,"B-V= +0.42, U-B= -0.02",100,0.03342375548694973,0.42,6535.23
616,Alpha Volantis,124.0,38.1,2.62,V,+4.00,+1.09,31.8,"B-V= +0.14, U-B= +0.13, R-I= +0.07",140,0.41830129131974547,0.14,7901.33
618,15 Ursae Majoris,95.6,29.3,3.15,,+4.48,+2.15,12.1,"B-V= +0.27, U-B= +0.12",100,0.4983105537896005,0.27,7186.14
621,75 Cancri,102.0,31.3,1.05,IV,+5.97,+3.49,3.49,"B-V= +0.65, U-B= +0.20, R-I= +0.23",120,0.021189299069938092,0.65,5775.91
627,c Ursae Majoris,63.8,19.6,1.57,V,+5.17,+3.71,2.86,"B-V= +0.58, U-B= +0.10",80,0.19589965240923374,0.58,5983.01
629,18 Ursae Majoris,118.0,36.3,2.34,V,+4.82,+2.02,13.6,"B-V= +0.19, U-B= +0.08",120,0.3692158574101428,0.19,7605.91
630,K Velorum,166.0,50.8,3.15,III,+4.61,+1.08,32.2,"B-V= +0.45, U-B= +0.10",180,0.4983105537896005,0.45,6422.06
634,Bonner Durchmusterung +1°2277,95.8,29.4,0.82,V,+8.15,+5.81,0.41,"B-V= +0.87, U-B= +0.61, R-I= +0.43",100,-0.08618614761628333,0.87,5226.47
639,Bonner Durchmusterung +76°351,65.4,20.1,0.7,V,+9.04,+7.53,0.084,"B-V= +1.19, U-B= +1.18, R-I= +0.46",80,-0.1549019599857432,1.19,4621.79
644,Bonner Durchmusterung +6°2182,41.4,12.7,0.77,V,+7.21,+6.69,0.18,"B-V= +1.00, U-B= +0.90, R-I= +0.37",60,-0.11350927482751812,1.0,4958.1
645,23 Ursae Majoris,75.5,23.1,2.64,IV,+3.70,+1.88,15.5,"B-V= +0.33, U-B= +0.10, R-I= +0.18",80,0.42160392686983106,0.33,6907.02
647,LQ Hydrae,59.8,18.3,0.74,V,+7.82,+6.50,0.22,"B-V= +0.92, U-B= +0.54, R-I= +0.51",60,-0.1307682802690238,0.92,5119.03
648,24 Ursae Majoris,106.0,32.4,6.26,III-IV,+4.58,+2.03,13.4,"B-V= +0.77, U-B= +0.34",120,0.7965743332104296,0.77,5459.32
649,Bonner Durchmusterung -20°2936,334.0,102.0,18.7,IV,+5.00,-0.05,91.4,"B-V= +1.02, U-B= +0.87, R-I= +0.44",340,1.2718416065364988,1.02,4919.82
655,Cordoba Durchmusterung -23°8646,48.5,14.9,1.34,IV,+4.92,+4.06,2.08,"B-V= +0.53, U-B= +0.01, R-I= +0.28",60,0.12710479836480765,0.53,6142.78
656,Bonner Durchmusterung +43°1953,58.0,17.8,0.74,V,+8.15,+6.90,0.15,"B-V= +1.15, U-B= +1.15, R-I= +0.42",60,-0.1307682802690238,1.15,4687.82
659,15 Leonis Minoris,60.1,18.4,1.62,Va,+5.09,+3.77,2.71,"B-V= +0.62, U-B= +0.10, R-I= +0.22",80,0.20951501454263097,0.62,5862.44
662,Cape Photographic Durchmusterung -42°4101,36.37,11.15,0.72,V,+7.67,+7.43,0.0925,"B-V= +1.18, U-B= +1.12, R-I= +0.50",40,-0.14266750356873154,1.18,4638.08
663,Bonner Durchmusterung +3°2279,68.4,21.0,0.63,V,+8.86,+7.26,0.11,"B-V= +1.23, U-B= +1.21, R-I= +0.47",80,-0.20065945054641826,1.23,4558.04
666,Cape Photographic Durchmusterung -40°4033,110.0,33.8,0.68,V,+8.99,+6.35,0.25,"B-V= +0.96, U-B= +0.73, R-I= +0.34",120,-0.16749108729376364,0.96,5036.96
667,19 Leonis Minoris,94.2,28.9,1.44,Va,+5.11,+2.81,6.55,"B-V= +0.46, U-B= +0.00",100,0.15836249209524964,0.46,6385.41
668,Eggen/Greenstein white dwarf 69,79.2,24.3,0.0105,wd,+15.09,+13.16,0.00047,"B-V= +0.25, U-B= -0.54",80,-1.978810700930062,0.25,7285.6
671,20 Leonis Minoris,48.6,14.9,1.26,Va,+5.37,+4.50,1.37,"B-V= +0.66, U-B= +0.27",60,0.1003705451175629,0.66,5747.77
678,21 Leonis Minoris,91.2,27.9,1.31,V,+4.49,+2.26,10.9,"B-V= +0.18, U-B= +0.08",100,0.11727129565576426,0.18,7662.78
680,Cordoba Durchmusterung -36°6180,148.0,45.5,0.81,V-VI,+8.08,+4.79,1.06,"B-V= +0.60, U-B= +0.01, R-I= +0.22",160,-0.09151498112135022,0.6,5921.96
681,Groombridge 1618,15.89,4.873,0.605,V,+6.60,+8.16,0.0473,"B-V= +1.36, U-B= +1.28, R-I= +0.60",20,-0.2182446253475311,1.36,4365.15
684,Bonner Durchmusterung -17°3088,55.7,17.1,0.65,V,+9.93,+8.77,0.027,"B-V= +1.48, U-B= +1.23, R-I= +0.71",60,-0.1870866433571444,1.48,4204.2
685,Bonner Durchmusterung +53°1395,74.5,22.8,0.69,V,+9.54,+7.74,0.070,"B-V= +1.10, U-B= +0.94, R-I= +0.47",80,-0.1611509092627447,1.1,4773.76
686,Cordoba Durchmusterung -32°7158,74.2,22.7,1.1,V,+6.38,+4.59,1.27,"B-V= +0.59, U-B= +0.09, R-I= +0.20",80,0.04139268515822507,0.59,5952.29
687,Bonner Durchmusterung -6°3109,158.0,48.3,0.93,V,+7.21,+3.79,2.66,"B-V= +0.49, U-B= +0.05",160,-0.031517051446064856,0.49,6278.54
688,Bonner Durchmusterung +3°2338,118.0,36.1,0.85,V,+7.75,+4.96,0.90,"B-V= +0.60, U-B= -0.02",120,-0.07058107428570727,0.6,5921.96
695,AD Leonis,16.0,4.9,0.42,V,+9.40 (increasing to +9.00),+10.95 (increasing to +10.55),0.0036 (increasing to  0.0053),"B-V= +1.54, U-B= +1.08, R-I= +1.13",20,-0.3767507096020995,1.54,4129.12
696,40 Leonis,69.0,21.2,2.73,IV,+4.79,+3.17,4.72,"B-V= +0.45, U-B= +0.01",80,0.436162647040756,0.45,6422.06
697,Bonner Durchmusterung -14°3093,113.0,34.6,0.89,,,,,,120,-0.0506099933550872,1.0,4958.1
698,Henry Draper 89744,127.0,39.0,2.14,V,+5.76,+2.81,6.57,"B-V= +0.53, U-B= +0.07",140,0.3304137733491908,0.53,6142.78
701,Bonner Durchmusterung +66°664,301.0,92.3,3.97,,+4.94,+0.12,78.2,"B-V= -0.06, U-B= -0.13",320,0.5987905067631151,1.0,4958.1
705,I Carinae,52.89,16.22,1.586,IV,+3.99,+2.94,5.817,"B-V= +0.35, U-B= -0.01",60,0.200303182981585,0.35,6819.86
706,Bonner Durchmusterung +83°297,70.1,21.5,0.88,V,+5.26,+3.60,3.18,"B-V= +0.37, U-B= -0.05",80,-0.05551732784983136,0.37,6735.41
711,36 Ursae Majoris,41.91,12.85,1.105,V,+4.81,+4.27,1.713,"B-V= +0.52, U-B= -0.01, R-I= +0.16",60,0.04336227802112949,0.52,6176.03
713,Bonner Durchmusterung +85°161,68.6,21.0,0.82,V,+7.29,+5.68,0.47,"B-V= +0.82, U-B= +0.51",80,-0.08618614761628333,0.82,5339.72
715,Cape Photographic Durchmusterung -53°3909,71.3,21.9,1.12,V,+4.88,+3.19,4.63,"B-V= +0.50, U-B= -0.02, R-I= +0.30",80,0.049218022670181646,0.5,6243.9
717,Bonner Durchmusterung -11°2918,80.2,24.6,1.06,V,+5.69,+3.74,2.79,"B-V= +0.52, U-B= +0.00, R-I= +0.18",100,0.025305865264770258,0.52,6176.03
728,Bonner Durchmusterung -19°3122,135.0,41.3,0.92,V,+7.06,+3.99,2.22,"B-V= +0.64, U-B= +0.19",140,-0.03621217265444471,0.64,5804.4
730,Bonner Durchmusterung -19°3125,102.0,31.3,1.08,V,+5.23,+2.75,6.93,"B-V= +0.46, U-B= +0.06, R-I= +0.27",120,0.03342375548694973,0.46,6385.41
731,Cape Photographic Durchmusterung -43°4994,190.0,58.2,0.28,IV-V,+8.09,+4.26,1.72,"B-V= +0.52, U-B= -0.09, R-I= +0.32",200,-0.5528419686577807,0.52,6176.03
732,Cape Photographic Durchmusterung -58°2834,96.8,29.7,8.61,III,+3.77,+1.41,23.7,"B-V= +0.95, U-B= +0.65, R-I= +0.46",100,0.9350031514536545,0.95,5057.17
733,Cordoba Durchmusterung -30°8807,256.0,78.6,0.81,V,+8.35,+3.87,2.47,"B-V= +0.60, U-B= +0.02, R-I= +0.22",260,-0.09151498112135022,0.6,5921.96
736,Eggen/Greenstein white dwarf 74,39.2,12.0,0.0084,wd,+14.31,+13.91,0.00024,"B-V= +0.32, U-B= -0.52",40,-2.0757207139381184,0.32,6951.65
738,47 Ursae Majoris,45.91,14.08,1.256,V,+5.03,+4.29,1.679,"B-V= +0.61, U-B= +0.13",60,0.09898963940117732,0.61,5892.01
741,Beta Ursae Majoris,79.4,24.3,2.88,V,+2.37,+0.43,58.5,"B-V= -0.02, U-B= +0.01",80,0.4593924877592308,1.0,4958.1
742,Bonner Durchmusterung +22°2302,38.0,11.7,0.6,V,+9.57,+9.24,0.018,"B-V= +1.48, U-B= +1.19, R-I= +0.77",40,-0.22184874961635637,1.48,4204.2
743,Cape Photographic Durchmusterung -61°2067,370.0,113.0,13.6,III,+4.61,-0.66,160,"B-V= +1.03, U-B= +0.82, R-I= +0.33",380,1.1335389083702174,1.03,4900.95
744,Cordoba Durchmusterung -29°8875,85.5,26.2,1.21,V,+6.52,+4.43,1.47,"B-V= +0.60, U-B= +0.08, R-I= +0.21",100,0.08278537031645007,0.6,5921.96
750,Bonner Durchmusterung -10°3216,68.2,20.9,0.71,V,+9.22,+7.62,0.078,"B-V= +1.10, U-B= +0.92, R-I= +0.48",80,-0.14874165128092473,1.1,4773.76
751,Bonner Durchmusterung -14°3277,74.1,22.7,0.71,V,+9.06,+7.27,0.11,"B-V= +1.21, U-B= +1.08, R-I= +0.54",80,-0.14874165128092473,1.21,4589.64
753,Beta Crateris,266.0,81.6,3.94,III,+4.48,-0.08,93.7,"B-V= +0.03, U-B= +0.06, R-I= +0.01",280,0.5954962218255742,0.03,8666.13
755,Bonner Durchmusterung +36°2162,70.8,21.7,1.03,V,+6.40,+4.72,1.13,"B-V= +0.61, U-B= +0.10",80,0.012837224705172215,0.61,5892.01
756,Bonner Durchmusterung +5°2463,58.5,17.9,0.73,V,+8.70,+7.43,0.093,"B-V= +1.18, U-B= +1.12, R-I= +0.46",60,-0.13667713987954408,1.18,4638.08
757,Delta Leonis,57.7,17.7,3.04,V,+2.56,+1.32,25.8,"B-V= +0.12, U-B= +0.12",60,0.48287358360875365,0.12,8027.76
762,Bonner Durchmusterung -4°3049,71.7,22.0,0.85,V,+7.29,+5.58,0.51,"B-V= +0.73, U-B= +0.28, R-I= +0.28",80,-0.07058107428570727,0.73,5559.95
773,Cordoba Durchmusterung -50°6060,186.0,57.0,0.85,V,+7.39,+3.61,3.15,"B-V= +0.41, U-B= -0.08",200,-0.07058107428570727,0.41,6574.07
778,89 Leonis,86.6,26.6,1.06,V,+5.77,+3.65,3.02,"B-V= +0.46, U-B= +0.01",100,0.025305865264770258,0.46,6385.41
785,61 Ursae Majoris,31.12,9.541,0.923,V,+5.32,+5.43,0.589,"B-V= +0.72, U-B= +0.25, R-I= +0.27",40,-0.03479829897408793,0.72,5585.84
786,Cordoba Durchmusterung -43°7228,40.8,12.5,0.74,V,+7.77,+7.29,0.11,"B-V= +1.06, U-B= +0.90, R-I= +0.42",60,-0.1307682802690238,1.06,4845.41
794,CC 658,15.07,4.621,0.01,wd,+11.50,+13.18,0.000466,"B-V= +0.19, U-B= -0.63, R-I= +0.06",20,-1.9999999999999996,0.19,7605.91
798,Catalogue Astrographique +79°3888,17.58,5.391,0.3,V,+10.80,+12.14,0.00121,"B-V= +1.60, U-B= +1.08, R-I= +1.19",20,-0.5228787452803376,1.6,4057.31
799,Cordoba Durchmusterung -29°9337,58.0,17.8,0.94,V,+6.48,+5.23,0.70,"B-V= +0.68, U-B= +0.20, R-I= +0.24",60,-0.026872146400301365,0.68,5692.5
800,Ross 128,10.89,3.338,0.21,V,+11.56 (increasing to +11.06),+13.94 (increasing to +13.44),0.000231 (increasing to  0.000365),"B-V= +1.75, U-B= +1.40, R-I= +1.33",20,-0.6777807052660807,1.75,3890.66
802,Denebola,36.18,11.09,1.573,V,+2.14,+1.91,14.98,"B-V= +0.09, U-B= +0.07, R-I= +0.00",40,0.19672872262328683,0.09,8227.22
803,Beta Virginis,35.55,10.9,1.71,V,+3.59,+3.40,3.792,"B-V= +0.55, U-B= +0.11, R-I= +0.16",40,0.23299611039215382,0.55,6077.61
808,Cordoba Durchmusterung -26°8883,33.23,10.19,1.369,V,+6.99,+6.95,0.145,"B-V= +1.15, U-B= +1.10, R-I= +0.42",40,0.13640344813398997,1.15,4687.82
810,Bonner Durchmusterung -9°3413,42.1,12.9,0.95,IV,+5.55,+5.00,0.87,"B-V= +0.77, U-B= +0.44, R-I= +0.25",60,-0.02227639471115225,0.77,5459.32
813,Cordoba Durchmusterung -41°6938,78.9,24.2,1.53,V,+5.15,+3.23,4.45,"B-V= +0.41, U-B= -0.03",80,0.18469143081759878,0.41,6574.07
814,Omicron Virginis,171.0,52.4,13.5,IIIa,+4.12,+0.52,53.9,"B-V= +0.98, U-B= +0.63, R-I= +0.49",180,1.1303337684950059,0.98,4997.14
