Unnamed: 0,star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color,distance_type,log_diameter,B-V,star_temp
1431,Bonner Durchmusterung +57°2240,88.5,27.1,2.77,IV,+4.52,+2.35,10.0,"B-V= +0.54, U-B= +0.10",100,0.4424797690644485,0.54,6109.98
1432,Eta Cephei,46.78,14.34,3.977,IV,+3.43,+2.65,7.621,"B-V= +0.92, U-B= +0.62, R-I= +0.33",60,0.5995555909859802,0.92,5119.03
1433,Iota Microscopii,134.0,41.1,1.8,IV,+5.10,+2.03,13.4,"B-V= +0.35, U-B= +0.05, R-I= +0.20",140,0.25527250510330607,0.35,6819.86
1438,31 Vulpeculae,217.0,66.4,15.7,III,+4.57,+0.46,57.0,"B-V= +0.83, U-B= +0.47",220,1.1958996524092336,0.83,5316.58
1439,Bonner Durchmusterung +61°2068,22.98,7.045,0.583,V,+8.55,+9.31,0.0164,"B-V= +1.48, U-B= +1.24, R-I= +0.82",40,-0.23433144524098592,1.48,4204.2
1441,Cordoba Durchmusterung -26°15344,68.5,21.0,1.22,V,+5.71,+4.10,2.00,"B-V= +0.50, U-B= -0.04, R-I= +0.17",80,0.08635983067474821,0.5,6243.9
1443,Cordoba Durchmusterung -44°14214,70.5,21.6,0.94,V,+6.52,+4.84,1.01,"B-V= +0.58, U-B= -0.02, R-I= +0.21",80,-0.026872146400301365,0.58,5983.01
1451,Bonner Durchmusterung +6°4741,48.4,14.8,0.78,V,+8.27,+7.42,0.094,"B-V= +1.22, U-B= +1.16, R-I= +0.50",60,-0.10790539730951958,1.22,4573.77
1453,Chi Capricorni,191.0,58.6,1.71,V,+5.29,+1.45,22.8,"B-V= +0.00, U-B= -0.03",200,0.23299611039215382,0.0,8908.56
1458,Cordoba Durchmusterung -40°14216,106.0,32.4,1.67,V,+5.82,+3.27,4.27,"B-V= +0.45, U-B= +0.01",120,0.22271647114758325,0.45,6422.06
1461,Bonner Durchmusterung +8°4638,52.8,16.2,1.46,V,+7.92,+6.87,0.16,"B-V= +1.02, U-B= +0.84, R-I= +0.40",60,0.16435285578443706,1.02,4919.82
1462,AX Microscopii,12.87,3.947,0.653,V,+6.69 (increasing to +6.49),+8.70 (increasing to +8.50),0.0287 (increasing to  0.0345),"B-V= +1.41, U-B= +1.21, R-I= +0.69",20,-0.18508681872492605,1.41,4296.24
1463,Cape Photographic Durchmusterung -61°6537,70.0,21.0,0.96,V,+6.60,+4.94,0.9,"B-V= +0.68, U-B= +0.25, R-I= +0.24",80,-0.017728766960431602,0.68,5692.5
1464,Cordoba Durchmusterung -43°14464,77.6,23.8,0.95,V,+6.75,+4.87,0.99,"B-V= +0.63, U-B= +0.14, R-I= +0.33",80,-0.02227639471115225,0.63,5833.24
1465,Bonner Durchmusterung -0°4195,62.7,19.2,0.8,V,+8.23,+6.81,0.16,"B-V= +0.98, U-B= +0.83, R-I= +0.40",80,-0.09691001300805638,0.98,4997.14
1467,Alpha Cephei,48.8,14.96,1.897,IV-V,+2.45,+1.58,20.40,"B-V= +0.22, U-B= +0.11, R-I= +0.02",60,0.27806733088866253,0.22,7441.45
1470,Bonner Durchmusterung -20°6185,53.4,16.4,0.72,V,+9.10,+8.03,0.053,"B-V= +1.35, U-B= +1.26, R-I= +0.61",60,-0.14266750356873154,1.35,4379.27
1473,Gamma Pavonis,30.06,9.217,1.0,V,+4.21,+4.39,1.526,"B-V= +0.49, U-B= -0.12, R-I= +0.20",40,0.0,0.49,6278.54
1474,Cape Photographic Durchmusterung -56°9645,75.6,23.2,0.76,V,+8.65,+6.82,0.16,"B-V= +0.92, U-B= +0.62, R-I= +0.36",80,-0.11918640771920865,0.92,5119.03
1478,Bonner Durchmusterung +9°4821,150.0,45.9,0.73,V,+8.73,+5.42,0.59,"B-V= +0.86, U-B= +0.60",160,-0.13667713987954408,0.86,5248.64
1479,Catalogue Astrographique +73°8031,66.8,20.5,0.0153,wd,+12.80,+11.24,0.0028,"B-V= +0.02, U-B= -0.66",80,-1.8153085691824011,0.02,8745.09
1481,Bonner Durchmusterung -13°5945,58.9,18.1,0.69,V,+9.11,+7.82,0.065,"B-V= +1.28, U-B= +1.24, R-I= +0.55",60,-0.1611509092627447,1.28,4481.37
1484,Cordoba Durchmusterung -49°13515,16.1,4.938,0.356,V,+8.66,+10.20,0.00727,"B-V= +1.47, U-B= +1.05, R-I= +0.93",20,-0.4485500020271248,1.47,4217.05
1485,Cordoba Durchmusterung -51°12998,48.1,14.7,0.81,V,+7.14,+6.29,0.26,"B-V= +0.88, U-B= +0.57, R-I= +0.30",60,-0.09151498112135022,0.88,5204.53
1487,Nu Octantis,69.1,21.2,6.6,III,+3.75,+2.12,12.4,"B-V= +1.00, U-B= +0.89, R-I= +0.46",80,0.8195439355418686,1.0,4958.1
1489,Cordoba Durchmusterung -27°15550,83.4,25.6,0.95,IV-V,+6.74,+4.70,1.15,"B-V= +0.62, U-B= +0.16, R-I= +0.32",100,-0.02227639471115225,0.62,5862.44
1490,Gamma Capricorni,139.0,42.6,4.9,III?,+3.67,+0.53,53.6,"B-V= +0.32, U-B= +0.20",140,0.6901960800285136,0.32,6951.65
1491,Cape Photographic Durchmusterung -41°9682,76.9,23.6,0.73,V,+8.82,+6.96,0.14,"B-V= +1.04, U-B= +0.90, R-I= +0.42",80,-0.13667713987954408,1.04,4882.26
1492,Luyten 1363-3,41.0,12.6,0.0166,wd,+13.24,+12.74,0.00070,"B-V= +0.17, U-B= -0.71",60,-1.7798919119599446,0.17,7720.72
1494,HN Pegasi,60.0,18.4,0.94,V,+5.95,+4.62,1.23,"B-V= +0.59, U-B= +0.04",80,-0.026872146400301365,0.59,5952.29
1496,Delta Capricorni,38.6,11.8,2.0,V,+2.85 (increasing to +2.75),+2.49 (increasing to +2.39),8.82 (increasing to  9.67),"B-V= +0.29, U-B= +0.09, R-I= +0.16",40,0.30102999566398114,0.29,7090.0
1498,Cordoba Durchmusterung -40°14498,77.4,23.7,0.78,V,+8.63,+6.76,0.17,"B-V= +0.97, U-B= +0.77, R-I= +0.36",80,-0.10790539730951958,0.97,5016.95
1499,Cordoba Durchmusterung -47°13928,51.0,15.6,1.04,V,+5.58,+4.61,1.25,"B-V= +0.60, U-B= +0.08, R-I= +0.20",60,0.017033339298780367,0.6,5921.96
1501,Bonner Durchmusterung +74°938,117.0,35.7,0.77,V,+8.99,+6.23,0.28,"B-V= +0.86, U-B= +0.53",120,-0.11350927482751812,0.86,5248.64
1502,Bonner Durchmusterung +0°4788,115.0,35.1,0.76,V,+8.60,+5.88,0.39,"B-V= +0.83, U-B= +0.51, R-I= +0.40",120,-0.11918640771920865,0.83,5316.58
1504,Eggen/Greenstein white dwarf 150,82.0,25.0,0.0131,wd,+12.74,+10.74,0.004,"B-V= +0.01, U-B= -0.77",100,-1.8827287043442358,0.01,8825.88
1506,15 pegasi,90.2,27.7,1.11,V-VI,+5.53,+3.32,4.09,"B-V= +0.42, U-B= -0.13",100,0.04532297878665747,0.42,6535.23
1507,Mu Capricorni,90.2,27.7,1.64,III,+5.08,+2.87,6.21,"B-V= +0.37, U-B= -0.05, R-I= +0.22",100,0.21484384804769785,0.37,6735.41
1510,Catalogue Astrographique +41°915-440,75.7,23.2,0.57,V,+10.35,+8.52,0.034,"B-V= +1.36, U-B= +1.20, R-I= +0.66",80,-0.24412514432750862,1.36,4365.15
1511,Bonner Durchmusterung +31°4574,66.3,20.3,0.85,V,+7.77,+6.23,0.28,"B-V= +0.92, U-B= +0.64",80,-0.07058107428570727,0.92,5119.03
1517,Epsilon Indi,11.83,3.626,1.387,V,+4.69,+6.89,0.153,"B-V= +1.06, U-B= +0.99, R-I= +0.40",20,0.14207646107328487,1.06,4845.41
1518,Bonner Durchmusterung +0°4810,33.6,10.3,0.65,V,+9.17,+9.10,0.020,"B-V= +1.48, U-B= +1.21, R-I= +0.75",40,-0.1870866433571444,1.48,4204.2
1520,Cordoba Durchmusterung -45°14576,98.5,30.2,0.75,V,+8.43,+6.03,0.34,"B-V= +0.85, U-B= +0.55, R-I= +0.30",100,-0.12493873660829993,0.85,5271.04
1521,Iota Pegasi,38.35,11.76,1.478,V,+3.77,+3.42,3.748,"B-V= +0.44, U-B= -0.04",40,0.16967443405880692,0.44,6459.23
1522,Alpha Gruis,101.0,31.1,3.28,V,+1.73,-0.73,171,"B-V= -0.13, U-B= -0.47, R-I= -0.07",120,0.515873843711679,1.0,4958.1
1523,Bonner Durchmusterung -8°5818,69.4,21.3,0.96,IV,+6.55,+4.91,0.95,"B-V= +0.75, U-B= +0.36, R-I= +0.25",80,-0.017728766960431602,0.75,5509.06
1525,Tau Piscis Austrini,61.1,18.7,1.1,V,+4.93,+3.56,3.27,"B-V= +0.48, U-B= +0.01, R-I= +0.26",80,0.04139268515822507,0.48,6313.67
1526,Eggen/Greenstein white dwarf 302,82.2,25.2,0.009,wd,+15.66,+13.65,0.00030,"B-V= +0.23, U-B= -0.54",100,-2.045757490560675,0.23,7388.58
1527,Theta Pegasi,96.6,29.6,2.36,V,+3.52,+1.16,29.9,"B-V= +0.08, U-B= +0.10",100,0.37291200297010657,0.08,8296.5
1529,Bonner Durchmusterung +35°4725,73.2,22.4,0.87,V,+7.26,+5.51,0.54,"B-V= +0.79, U-B= +0.46",80,-0.06048074738138147,0.79,5410.68
1532,Cordoba Durchmusterung -41°14804,72.2,22.1,1.31,V,+6.23,+4.50,1.38,"B-V= +0.65, U-B= +0.14, R-I= +0.22",80,0.11727129565576426,0.65,5775.91
1536,Epsilon Cephei,83.9,25.7,1.96,IV,+4.19 (increasing to +4.16),+2.14 (increasing to +2.11),12.2 (increasing to  12.5),"B-V= +0.28, U-B= +0.04",100,0.29225607135647597,0.28,7137.66
1539,Gamma Aquarii,158.0,48.4,3.12,V,+3.85,+0.42,59.0,"B-V= -0.05, U-B= -0.12",160,0.4941545940184428,1.0,4958.1
1542,Cape Photographic Durchmusterung -58°7954,66.8,20.5,1.05,V?,+5.31,+3.75,2.75,"B-V= +0.67, U-B= +0.13, R-I= +0.24",80,0.021189299069938092,0.67,5719.97
1543,Cordoba Durchmusterung -30°19175,50.4,15.4,0.76,V,+7.64,+6.69,0.18,"B-V= +1.10, U-B= +1.00, R-I= +0.38",60,-0.11918640771920865,1.1,4773.76
1544,Bonner Durchmusterung -7°5797,83.2,25.5,0.86,V,+6.15,+4.11,1.97,"B-V= +0.56, U-B= +0.04, R-I= +0.31",100,-0.06550154875643228,0.56,6045.66
1546,Cordoba Durchmusterung -36°15445,104.0,32.0,0.85,V,+7.79,+5.27,0.68,"B-V= +0.72, U-B= +0.29",120,-0.07058107428570727,0.72,5585.84
1547,Upsilon Aquarii,74.2,22.7,1.42,V,+5.20,+3.41,3.75,"B-V= +0.44, U-B= +0.00, R-I= +0.24",80,0.15228834438305644,0.44,6459.23
1548,Cape Photographic Durchmusterung -55°9866,105.0,32.3,0.86,V,+7.58,+5.04,0.84,"B-V= +0.66, U-B= +0.12, R-I= +0.36",120,-0.06550154875643228,0.66,5747.77
1549,Bonner Durchmusterung -1°4323,57.2,17.5,0.62,V,+9.98,+8.76,0.027,"B-V= +1.44, U-B= +1.18, R-I= +0.77",60,-0.2076083105017461,1.44,4256.19
1551,Cordoba Durchmusterung -30°19255,44.2,13.5,0.76,V,+7.83,+7.17,0.12,"B-V= +1.13, U-B= +1.00, R-I= +0.44",60,-0.11918640771920865,1.13,4721.73
1552,Cordoba Durchmusterung -32°17191,87.1,26.7,0.82,V,+7.39,+5.26,0.69,"B-V= +0.80, U-B= +0.44, R-I= +0.25",100,-0.08618614761628333,0.8,5386.77
1555,Lambda Pegasi,395.0,121.0,37.7,IIIa,+3.94,-1.47,337,"B-V= +1.07, U-B= +0.93",400,1.5763413502057926,1.07,4827.25
1557,EV Lacertae,16.5,5.05,0.38,V,+10.30 (increasing to +6.70),+11.78 (increasing to +8.18),0.0017 (increasing to  0.046),"B-V= +1.61, R-I= +1.19",20,-0.4202164033831898,1.61,4045.64
1558,Epsilon Gruis,130.0,39.7,3.11,V,+3.49,+0.49,55.4,"B-V= +0.08, U-B= +0.10",140,0.4927603890268375,0.08,8296.5
1559,Eggen/Greenstein white dwarf 155,62.0,19.0,0.0085,wd,+14.36,+12.96,0.00057,"B-V= +0.19, U-B= -0.68",80,-2.070581074285707,0.19,7605.91
1560,Cordoba Durchmusterung -42°16092,90.9,27.9,0.85,V,+7.77,+5.54,0.53,"B-V= +0.74, U-B= +0.24, R-I= +0.26",100,-0.07058107428570727,0.74,5534.36
1561,Mu Pegasi,117.0,35.8,11.2,III,+3.49,+0.72,44.7,"B-V= +0.93, U-B= +0.68, R-I= +0.47",120,1.0492180226701815,0.93,5098.2
1562,Bonner Durchmusterung -7°5871,45.7,14.0,0.6,V,+9.86,+9.13,0.019,"B-V= +1.48, U-B= +1.24, R-I= +0.73",60,-0.22184874961635637,1.48,4204.2
1563,Eggen/Greenstein white dwarf 283,67.5,20.7,0.016,wd,+15.52,+13.94,0.00023,"B-V= +0.63, U-B= -0.10",80,-1.7958800173440752,0.63,5833.24
1564,Bonner Durchmusterung +13°5006,68.6,21.0,0.81,V,+8.29,+6.68,0.19,"B-V= +0.84, U-B= +0.44",80,-0.09151498112135022,0.84,5293.69
1567,Ross 780,15.34,4.702,0.39,V,+10.16,+11.80,0.00166,"B-V= +1.58, U-B= +1.15, R-I= +1.22",20,-0.40893539297350073,1.58,4080.9
1568,Tau(1) Gruis,109.0,33.3,2.22,IV,+6.03,+3.42,3.75,"B-V= +0.62, U-B= +0.19",120,0.3463529744506386,0.62,5862.44
1570,Luyten 49-19,28.1,8.62,0.33,V-VI,+10.42,+10.74,0.0044,"B-V= +1.49, U-B= +1.05, R-I= +1.06",40,-0.4814860601221125,1.49,4191.45
1571,TW Piscis Austrini,24.91,7.637,0.903,V,+6.48 (increasing to +6.38),+7.07 (increasing to +6.97),0.130 (increasing to  0.142),"B-V= +1.10, U-B= +1.02, R-I= +0.41",40,-0.04431224968649419,1.1,4773.76
1572,Bonner Durchmusterung +15°4733,22.45,6.884,0.54,V,+8.68,+9.49,0.0140,"B-V= +1.50, U-B= +1.18, R-I= +0.88",40,-0.26760624017703144,1.5,4178.8
1573,Fomalhaut,25.07,7.688,1.719,V,+1.17,+1.74,17.59,"B-V= +0.09, U-B= +0.08, R-I= -0.06",40,0.23527587668705244,0.09,8227.22
1574,51 Pegasi,50.1,15.4,1.27,V,+5.47,+4.54,1.33,"B-V= +0.67, U-B= +0.21, R-I= +0.22",60,0.10380372095595686,0.67,5719.97
1576,Cordoba Durchmusterung -23°17699,26.56,8.143,0.744,V,+7.88,+8.32,0.0408,"B-V= +1.39, U-B= +1.24, R-I= +0.60",40,-0.12842706445412128,1.39,4323.48
1577,Bonner Durchmusterung -4°5804,55.2,16.9,0.83,,,,,,60,-0.0809219076239261,1.0,4958.1
1578,Pi Piscis Austrini,93.2,28.6,1.44,IV,+5.11,+2.83,6.43,"B-V= +0.29, U-B= +0.00, R-I= +0.19",100,0.15836249209524964,0.29,7090.0
1580,Lacaille 9352,10.73,3.291,0.491,V,+7.35,+9.76,0.0108,"B-V= +1.49, U-B= +1.18, R-I= +0.84",20,-0.3089185078770315,1.49,4191.45
1581,Bonner Durchmusterung +67°1498,96.9,29.7,0.89,V,+7.49,+5.13,0.78,"B-V= +0.65, U-B= +0.09",100,-0.0506099933550872,0.65,5775.91
1589,7 Andromedae,79.9,24.5,1.69,V,+4.52,+2.57,8.16,"B-V= +0.29, U-B= +0.04",80,0.22788670461367352,0.29,7090.0
1590,Bonner Durchmusterung +56°2966,21.28,6.526,0.912,V,+5.57,+6.49,0.220,"B-V= +1.01, U-B= +0.89, R-I= +0.35",40,-0.0400051616715838,1.01,4938.87
1592,Luyten 935-50,80.0,24.0,0.013,wd,+15.42,+13.48,0.0004,"B-V= +0.22, U-B= -0.63",100,-1.886056647693163,0.22,7441.45
1594,Cordoba Durchmusterung -62°1444,67.1,20.6,1.22,V,+5.65,+4.08,2.03,"B-V= +0.51, U-B= +1.61",80,0.08635983067474821,0.51,6209.73
1598,Gamma Tucanae,71.8,22.0,2.18,III,+3.99,+2.28,10.7,"B-V= +0.40, U-B= -0.04",80,0.33845649360460484,0.4,6613.49
1603,Cape Photographic Durchmusterung -58°8064,129.0,39.5,0.89,V,+7.50,+4.52,1.36,"B-V= +0.65, U-B= +0.04",140,-0.0506099933550872,0.65,5775.91
1605,Gamma Sculptoris,179.0,54.8,14.7,III,+4.41,+0.72,45.0,"B-V= +1.13, U-B= +1.06",180,1.167317334748176,1.13,4721.73
1607,Bonner Durchmusterung +28°4562,104.0,31.7,0.77,V,+8.87,+6.36,0.25,"B-V= +0.81, U-B= +0.37, R-I= +0.33",120,-0.11350927482751812,0.81,5363.12
1608,Bonner Durchmusterung +43°4445,71.5,21.9,0.84,V,+7.36,+5.66,0.47,"B-V= +0.80, U-B= +0.41",80,-0.07572071393811836,0.8,5386.77
1609,Viln 82 no 55,63.5,19.5,0.79,V,+7.80,+6.35,0.25,"B-V= +0.89, U-B= +0.59, R-I= +0.32",80,-0.10237290870955855,0.89,5182.82
1614,ZZ Piscis,44.9,13.8,0.0094,wd,+13.04,+12.35,0.0010,"B-V= +0.16, U-B= -0.64, R-I= +0.02",60,-2.0268721464003012,0.16,7779.77
1619,Viln 82 no 70,85.6,26.2,1.0,V,+6.50,+4.40,1.51,"B-V= +0.54, U-B= -0.01",100,0.0,0.54,6109.98
1621,Bonner Durchmusterung -17°6769,45.5,13.9,0.68,V,+8.59,+7.87,0.062,"B-V= +1.28, U-B= +1.22, R-I= +0.53",60,-0.16749108729376364,1.28,4481.37
1622,Bonner Durchmusterung +42°4700,108.0,33.1,0.92,V,+7.17,+4.57,1.29,"B-V= +0.58, U-B= +0.04",120,-0.03621217265444471,0.58,5983.01
1625,Cordoba Durchmusterung -47°14628,118.0,36.1,0.77,V,+8.55,+5.76,0.43,"B-V= +0.79, U-B= +0.35, R-I= +0.27",120,-0.11350927482751812,0.79,5410.68
1629,Lambda Andromedae,84.2,25.8,9.43,III-IV,+3.83 (increasing to +3.73),+1.77 (increasing to +1.67),17.1 (increasing to  18.7),"B-V= +1.01, U-B= +0.69",100,0.9745116927373283,1.01,4938.87
1633,Cape Photographic Durchmusterung -73°2299,37.18,11.4,0.71,V,+7.09,+6.81,0.165,"B-V= +0.99, U-B= +0.84, R-I= +0.39",40,-0.14874165128092473,0.99,4977.53
1635,Cordoba Durchmusterung -33°16646,60.9,18.7,0.91,V,+7.18,+5.82,0.41,"B-V= +0.81, U-B= +0.42, R-I= +0.28",80,-0.040958607678906384,0.81,5363.12
1636,Gamma Cephei,44.99,13.79,5.07,IV,+3.21,+2.51,8.633,"B-V= +1.03, U-B= +0.94, R-I= +0.34",60,0.7050079593333359,1.03,4900.95
1637,Iota Piscis,45.0,13.8,1.6,V,+4.13,+3.43,3.71,"B-V= +0.51, U-B= +0.00, R-I= +0.19",60,0.2041199826559248,0.51,6209.73
1638,Ross 248,10.33,3.169,0.17,V,+12.29,+14.79,0.000106,"B-V= +1.90, U-B= +1.48, R-I= +1.55",20,-0.769551078621726,1.9,3740.12
1646,Bonner Durchmusterung +76°934,128.0,39.2,1.01,V,+6.57,+3.60,3.17,"B-V= +0.43, U-B= -0.12",140,0.004321373782642578,0.43,6496.95
1647,Bonner Durchmusterung -6°6308,115.0,35.1,0.68,V,+9.55,+6.82,0.16,"B-V= +1.08, U-B= +1.02, R-I= +0.53",120,-0.16749108729376364,1.08,4809.25
1657,Luyten 362-81,25.4,7.8,0.0102,wd,+13.05,+13.59,0.00032,"B-V= +0.07, U-B= -0.87, R-I= +0.16",40,-1.991399828238082,0.07,8367.26
1658,O. Struve 547,38.3,11.8,0.65,V,+8.22,+7.87,0.062,"B-V= +1.44, U-B= +1.21",40,-0.1870866433571444,1.44,4256.19
1659,Struve 3062,66.2,20.3,0.932,V,+6.43,+4.89,0.96,"B-V= +0.64, U-B= +0.11",80,-0.030584087646018613,0.64,5804.4
1660,Cordoba Durchmusterung -49°14337,83.6,25.6,1.21,IV,+5.71,+3.67,2.98,"B-V= +0.52, U-B= +0.03, R-I= +0.17",100,0.08278537031645007,0.52,6176.03
1666,Groombridge 34,11.64,3.568,0.383,V,+8.09 (increasing to +7.99),+10.33 (increasing to +10.23),0.00644 (increasing to  0.00706),"B-V= +1.56, U-B= +1.22, R-I= +0.88",20,-0.4168012260313772,1.56,4104.83
1669,Beta(3) Tucanae,152.0,46.5,1.57,V,+5.75,+2.41,9.43,,160,0.19589965240923374,1.0,4958.1
1670,13 Ceti,68.7,21.0,1.0,V,+5.65,+4.03,2.12,,80,0.0,1.0,4958.1
1671,Gliese 24,143.0,43.9,0.7,V,+6.78,+3.57,3.24,"B-V= +0.64, U-B= +0.12, R-I= +0.22",160,-0.1549019599857432,0.64,5804.4
